			Stock 1			Stock 2			Stock 3			Stock 4
			16			15			27			42
			33			8			17			42
			35			6			17			42
			22			6			30			42
			25			1			32			42
			11			15			32			42
			9			15			34			42
			24			2			32			42
			16			22			20			42
			19			12			27			42
			23			15			20			42
			30			2			26			42
			25			7			26			42
			15			8			35			42
			26			15			17			42
			13			23			22			42
			22			10			26			42
			24			16			18			42
			13			17			28			42
			26			5			27			42
			9			31			18			42
			12			29			17			42
			29			13			16			42
			14			27			17			42
			10			21			27			42
			14			22			22			42
			14			19			25			42
			23			0			35			42
			29			12			17			42
			18			11			29			42
			19			26			13			42
			13			32			13			42
			11			35			12			42
			31			2			25			42
			28			11			19			42
			10			35			13			42
			10			20			28			42
			26			18			14			42
			24			5			29			42
			15			17			26			42
			26			12			20			42
			19			9			30			42
			21			3			34			42
			23			10			25			42
			11			31			16			42
			10			24			24			42
			27			16			15			42
			12			21			25			42
			15			20			23			42
			15			19			24			42
			32			0			26			42
			18			5			35			42
			30			8			20			42
			11			14			33			42
			33			1			24			42
			24			21			13			42
			10			31			17			42
			30			12			16			42
			21			19			18			42
			22			8			28			42
			10			34			14			42
			20			18			20			42
			16			30			12			42
			15			28			15			42
			23			13			22			42
			34			0			24			42
			25			11			22			42
			18			23			17			42
			34			3			21			42
			17			20			21			42
			26			3			29			42
			19			27			12			42
			17			10			31			42
			17			26			15			42
			17			23			18			42
			19			25			14			42
			35			4			19			42
			23			14			21			42
			13			24			21			42
			17			12			29			42
			19			15			24			42
			23			16			19			42
			16			14			28			42
			19			21			18			42
			15			9			34			42
			12			30			16			42
			18			9			31			42
			28			3			27			42
			23			12			23			42
			18			7			33			42
			21			13			24			42
			22			11			25			42
			21			4			33			42
			19			10			29			42
			20			17			21			42
			30			7			21			42
			20			13			25			42
			17			19			22			42
			28			5			25			42
			9			37			12			42
			31			11			16			42
			24			19			15			42
			19			17			22			42
			27			17			14			42
			20			7			31			42
			21			16			21			42
			25			3			30			42
			32			7			19			42
			32			8			18			42
			22			16			20			42
			25			14			19			42
			10			26			22			42
			32			2			24			42
			10			16			32			42
			20			24			14			42
			21			25			12			42
			31			7			20			42
			14			16			28			42
			24			11			24			41
			14			30			15			41
			19			15			25			41
			17			16			26			41
			11			25			23			41
			9			21			29			41
			28			1			30			41
			30			15			14			41
			9			26			24			41
			15			16			28			41
			24			20			15			41
			9			24			26			41
			31			2			26			41
			12			33			14			41
			19			4			36			41
			17			27			15			41
			17			29			13			41
			21			23			15			41
			33			0			26			41
			31			7			21			41
			25			2			32			41
			22			15			22			41
			28			4			27			41
			20			23			16			41
			15			30			14			41
			18			6			35			41
			12			31			16			41
			27			17			15			41
			24			1			34			41
			25			14			20			41
			25			5			29			41
			18			10			31			41
			22			7			30			41
			25			20			14			41
			16			15			28			41
			32			5			22			41
			24			17			18			41
			26			3			30			41
			18			25			16			41
			14			9			36			41
			35			1			23			41
			15			9			35			41
			11			23			25			41
			19			12			28			41
			20			5			34			41
			12			13			34			41
			29			2			28			41
			14			11			34			41
			27			2			30			41
			12			17			30			41
			21			17			21			41
			30			3			26			41
			18			7			34			41
			28			9			22			41
			20			6			33			41
			27			13			19			41
			21			8			30			41
			27			14			18			41
			11			16			32			41
			29			11			19			41
			14			12			33			41
			28			7			24			41
			20			24			15			41
			16			28			15			41
			32			12			15			41
			22			23			14			41
			30			6			23			41
			21			12			26			41
			20			15			24			41
			17			6			36			41
			16			17			26			41
			32			9			18			41
			28			6			25			41
			22			2			35			41
			24			7			28			41
			28			10			21			41
			24			13			22			41
			20			8			31			41
			9			15			35			41
			19			25			15			41
			20			18			21			41
			22			3			34			41
			25			6			28			41
			13			33			13			41
			35			0			24			41
			11			19			29			41
			26			18			15			41
			20			20			19			41
			17			22			20			41
			18			23			18			41
			22			10			27			41
			33			8			18			41
			17			13			29			41
			15			24			20			41
			24			15			20			41
			12			22			25			41
			12			34			13			41
			12			21			26			41
			9			31			19			41
			16			23			20			41
			24			21			14			41
			10			30			19			41
			13			15			31			41
			18			16			25			41
			29			16			14			41
			21			18			20			41
			18			8			33			41
			29			0			30			41
			12			29			18			41
			11			30			18			41
			23			14			22			41
			30			4			25			41
			22			22			15			41
			16			16			27			41
			21			13			25			41
			23			5			31			41
			16			26			17			41
			16			7			36			41
			15			14			30			41
			14			32			13			41
			19			22			18			41
			23			22			14			41
			28			13			18			41
			22			13			24			41
			16			19			24			41
			17			28			14			41
			10			31			18			41
			19			16			24			41
			29			10			20			41
			16			12			31			41
			27			6			26			41
			26			16			17			41
			31			5			23			41
			29			6			24			41
			13			19			27			41
			14			16			29			41
			35			9			15			41
			16			9			34			41
			15			15			29			41
			10			24			25			41
			26			10			23			41
			27			4			28			41
			30			14			15			41
			10			18			31			41
			23			1			35			41
			19			13			27			41
			23			10			26			41
			12			32			15			41
			23			11			25			41
			31			6			22			41
			15			13			31			41
			15			18			26			41
			21			25			13			41
			14			22			23			41
			29			12			18			41
			14			28			17			41
			25			7			27			41
			9			30			20			41
			20			14			25			41
			35			3			21			41
			9			19			31			41
			23			8			28			41
			9			18			32			41
			27			1			31			41
			18			20			21			41
			20			17			22			41
			10			32			17			41
			23			17			19			41
			18			17			24			41
			18			5			36			41
			28			12			19			41
			23			19			17			41
			25			11			23			41
			28			15			16			41
			20			4			35			41
			9			35			15			41
			23			20			16			41
			11			33			15			41
			11			24			24			41
			15			12			32			41
			19			9			31			41
			23			6			30			41
			33			10			16			41
			12			28			19			41
			23			12			24			41
			21			6			32			41
			9			28			22			41
			20			13			26			41
			17			20			22			41
			15			21			23			41
			31			10			18			41
			15			26			18			41
			31			14			14			41
			28			5			26			41
			16			18			25			41
			33			4			22			41
			26			0			33			41
			30			11			18			41
			30			12			17			41
			23			15			21			41
			25			13			21			41
			9			29			21			41
			14			29			16			41
			32			3			24			41
			15			31			13			41
			22			14			23			41
			14			14			31			41
			13			31			15			41
			10			28			21			41
			12			16			31			41
			16			13			30			41
			26			15			18			41
			13			30			16			41
			30			7			22			41
			32			2			25			41
			13			27			19			41
			12			23			24			41
			18			14			27			41
			28			11			20			41
			11			36			12			41
			16			21			22			41
			19			20			20			41
			26			12			21			41
			13			17			29			41
			16			29			14			41
			20			25			14			41
			17			25			17			41
			22			11			26			41
			9			32			18			41
			21			20			18			41
			9			36			14			41
			21			16			22			41
			17			26			16			41
			13			26			20			41
			28			0			31			41
			21			15			23			41
			10			37			12			41
			19			17			23			41
			22			12			25			41
			34			7			18			41
			34			8			17			41
			30			1			28			41
			11			20			28			41
			18			26			15			41
			14			21			24			41
			29			8			22			41
			33			9			17			41
			34			5			20			41
			31			4			24			41
			9			22			28			41
			15			8			36			41
			19			11			29			41
			29			9			21			41
			13			10			36			41
			12			14			33			41
			33			3			23			41
			33			6			20			41
			17			21			21			41
			11			18			30			41
			12			25			22			41
			22			21			16			41
			14			27			18			41
			21			10			28			41
			32			1			26			41
			24			5			30			41
			14			15			30			41
			11			13			35			41
			12			26			21			41
			10			35			14			41
			11			17			31			41
			28			2			29			41
			27			12			20			41
			16			11			32			41
			34			2			23			41
			27			3			29			41
			22			19			18			41
			24			14			21			41
			22			18			19			41
			17			14			28			41
			13			32			14			41
			13			12			34			41
			20			16			23			41
			16			20			23			41
			19			27			13			41
			18			24			17			41
			26			13			20			41
			20			11			28			41
			15			22			22			41
			15			25			19			41
			22			8			29			41
			24			16			19			41
			23			21			15			41
			16			25			18			41
			22			6			31			41
			29			15			15			41
			10			19			30			41
			21			21			17			41
			24			12			23			41
			20			12			27			41
			22			20			17			41
			32			7			20			41
			11			21			27			41
			17			9			33			41
			31			8			20			41
			20			7			32			41
			35			5			19			41
			15			27			17			41
			24			8			27			41
			17			24			18			41
			28			17			14			41
			10			21			28			41
			33			2			24			41
			26			8			25			41
			22			16			21			41
			27			0			32			41
			19			21			19			41
			9			27			23			41
			27			16			16			41
			26			2			31			41
			11			28			20			41
			15			11			33			41
			19			19			21			41
			15			28			16			41
			21			19			19			41
			32			0			27			41
			21			5			33			41
			23			3			33			41
			10			16			33			41
			11			27			21			41
			29			5			25			41
			19			24			16			41
			9			34			16			41
			15			23			21			41
			25			12			22			41
			14			24			21			41
			17			18			24			41
			14			25			20			41
			25			8			26			41
			30			0			29			41
			29			1			29			41
			20			3			36			41
			17			23			19			41
			11			34			14			41
			25			16			18			41
			25			9			25			41
			18			18			23			41
			16			10			33			41
			26			19			14			41
			14			26			19			41
			15			19			25			41
			20			26			13			41
			29			13			17			41
			18			13			28			41
			17			12			30			41
			28			14			17			41
			21			24			14			41
			24			9			26			41
			25			4			30			41
			24			0			35			41
			19			5			35			41
			18			19			22			41
			13			25			21			41
			11			35			13			41
			12			15			32			41
			22			1			36			41
			12			24			23			41
			10			23			26			41
			25			15			19			41
			18			9			32			41
			10			14			35			41
			16			14			29			41
			23			16			20			41
			23			7			29			41
			16			24			19			41
			30			9			20			41
			11			15			33			41
			9			23			27			41
			30			5			24			41
			28			3			28			41
			34			6			19			41
			33			7			19			41
			32			10			17			41
			34			3			22			41
			17			8			34			41
			33			11			15			41
			13			18			28			41
			18			12			29			41
			28			16			15			41
			25			17			17			41
			32			8			19			41
			26			4			29			41
			31			11			17			41
			12			12			35			41
			21			14			24			41
			15			29			15			41
			10			26			23			41
			30			13			16			41
			25			1			33			41
			10			29			20			41
			9			37			13			41
			31			12			16			41
			10			17			32			41
			16			27			16			41
			17			11			31			41
			31			9			19			41
			11			32			16			41
			35			7			17			41
			13			21			25			41
			32			4			23			41
			32			6			21			41
			13			22			24			41
			13			14			32			41
			19			10			30			41
			24			2			33			41
			21			22			16			41
			26			9			24			41
			18			22			19			41
			12			19			28			41
			27			11			21			41
			26			7			26			41
			20			10			29			41
			11			29			19			41
			20			9			30			41
			20			19			20			41
			35			6			18			41
			12			20			27			41
			29			4			26			41
			14			23			22			41
			10			33			16			41
			19			23			17			41
			24			10			25			41
			10			15			34			41
			12			30			17			41
			13			28			18			41
			14			17			28			41
			18			21			20			41
			11			22			26			41
			19			26			14			41
			17			19			23			41
			12			18			29			41
			9			33			17			41
			21			4			34			41
			17			17			25			41
			34			4			21			41
			19			6			34			41
			34			1			24			41
			10			25			24			41
			33			5			21			41
			22			4			33			41
			30			2			27			41
			23			9			27			41
			13			13			33			41
			30			10			19			41
			27			7			25			41
			14			31			14			41
			18			27			14			41
			31			13			15			41
			29			3			27			41
			10			22			27			41
			13			29			17			41
			23			0			36			41
			15			17			27			41
			16			8			35			41
			29			7			23			41
			21			2			36			41
			9			17			33			41
			35			8			16			41
			17			10			32			41
			18			28			13			41
			23			13			23			41
			27			8			24			41
			13			16			30			41
			24			18			17			41
			26			11			22			41
			26			5			28			41
			10			27			22			41
			18			11			30			41
			27			9			23			41
			22			17			20			41
			14			18			27			41
			9			20			30			41
			26			1			32			41
			23			4			32			41
			19			8			32			41
			34			10			15			41
			10			20			29			41
			11			31			17			41
			30			8			21			41
			25			10			24			41
			24			4			31			41
			24			3			32			41
			27			18			14			41
			14			20			25			41
			14			19			26			41
			27			5			27			41
			22			9			28			41
			26			6			27			41
			34			0			25			41
			9			38			12			41
			31			0			28			41
			10			36			13			41
			13			11			35			41
			16			30			13			41
			11			26			22			41
			17			15			27			41
			33			1			25			41
			35			4			20			41
			12			11			36			41
			16			22			21			41
			9			25			25			41
			11			14			34			41
			19			18			22			41
			24			6			29			41
			21			11			27			41
			23			18			18			41
			12			27			20			41
			9			16			34			41
			22			0			37			41
			14			10			35			41
			21			7			31			41
			25			19			15			41
			22			5			32			41
			27			10			22			41
			31			1			27			41
			25			0			34			41
			13			24			22			41
			25			3			31			41
			15			20			24			41
			34			9			16			41
			13			20			26			41
			29			14			16			41
			20			22			17			41
			24			19			16			41
			13			23			23			41
			27			15			17			41
			23			2			34			41
			26			14			19			41
			21			3			35			41
			10			34			15			41
			25			18			16			41
			26			17			16			41
			19			7			33			41
			17			7			35			41
			32			11			16			41
			19			14			26			41
			31			3			25			41
			28			8			23			41
			15			10			34			41
			14			13			32			41
			21			9			29			41
			35			2			22			41
			18			15			26			41
			20			21			18			41
			17			28			15			40
			11			13			36			40
			9			21			30			40
			9			33			18			40
			20			12			28			40
			15			28			17			40
			16			23			21			40
			28			16			16			40
			10			28			22			40
			18			13			29			40
			29			5			26			40
			19			8			33			40
			16			17			27			40
			13			10			37			40
			18			9			33			40
			18			12			30			40
			11			22			27			40
			19			6			35			40
			24			14			22			40
			25			6			29			40
			23			19			18			40
			16			11			33			40
			22			9			29			40
			21			17			22			40
			18			15			27			40
			21			15			24			40
			15			14			31			40
			26			2			32			40
			24			3			33			40
			26			4			30			40
			9			30			21			40
			20			25			15			40
			18			24			18			40
			25			9			26			40
			28			5			27			40
			29			10			21			40
			35			4			21			40
			14			11			35			40
			15			23			22			40
			12			11			37			40
			11			14			35			40
			20			9			31			40
			16			14			30			40
			29			8			23			40
			9			16			35			40
			28			15			17			40
			23			10			27			40
			17			13			30			40
			35			5			20			40
			18			7			35			40
			35			3			22			40
			11			29			20			40
			28			14			18			40
			14			21			25			40
			17			17			26			40
			14			20			26			40
			17			26			17			40
			31			1			28			40
			11			31			18			40
			29			15			16			40
			12			22			26			40
			9			28			23			40
			15			19			26			40
			31			3			26			40
			21			5			34			40
			14			24			22			40
			9			17			34			40
			31			12			17			40
			14			14			32			40
			26			19			15			40
			15			13			32			40
			17			12			31			40
			10			14			36			40
			15			15			30			40
			16			30			14			40
			21			1			38			40
			15			20			25			40
			10			32			18			40
			23			8			29			40
			11			19			30			40
			23			20			17			40
			33			2			25			40
			21			20			19			40
			12			21			27			40
			15			30			15			40
			21			6			33			40
			22			16			22			40
			23			7			30			40
			19			4			37			40
			24			13			23			40
			31			11			18			40
			11			32			17			40
			26			9			25			40
			14			30			16			40
			27			5			28			40
			20			20			20			40
			20			23			17			40
			20			14			26			40
			17			24			19			40
			10			29			21			40
			20			13			27			40
			27			17			16			40
			13			28			19			40
			32			11			17			40
			12			33			15			40
			12			20			28			40
			15			16			29			40
			26			1			33			40
			17			6			37			40
			26			15			19			40
			30			6			24			40
			12			25			23			40
			23			15			22			40
			9			37			14			40
			30			12			18			40
			14			17			29			40
			27			15			18			40
			15			21			24			40
			29			2			29			40
			30			7			23			40
			26			14			20			40
			22			12			26			40
			15			22			23			40
			25			13			22			40
			26			3			31			40
			22			1			37			40
			29			9			22			40
			31			0			29			40
			25			11			24			40
			13			26			21			40
			15			9			36			40
			22			13			25			40
			34			0			26			40
			23			1			36			40
			22			11			27			40
			19			14			27			40
			10			36			14			40
			9			27			24			40
			33			1			26			40
			21			16			23			40
			30			10			20			40
			24			10			26			40
			27			13			20			40
			14			10			36			40
			24			17			19			40
			34			5			21			40
			11			20			29			40
			19			17			24			40
			25			16			19			40
			22			15			23			40
			31			8			21			40
			10			17			33			40
			28			2			30			40
			15			11			34			40
			33			8			19			40
			9			32			19			40
			29			16			15			40
			23			22			15			40
			11			17			32			40
			31			9			20			40
			13			14			33			40
			27			18			15			40
			25			8			27			40
			24			9			27			40
			18			19			23			40
			10			30			20			40
			10			21			29			40
			35			2			23			40
			19			22			19			40
			26			7			27			40
			22			14			24			40
			21			9			30			40
			13			16			31			40
			24			1			35			40
			31			10			19			40
			27			6			27			40
			12			23			25			40
			15			26			19			40
			34			4			22			40
			11			26			23			40
			22			10			28			40
			33			5			22			40
			23			11			26			40
			14			12			34			40
			28			1			31			40
			24			4			32			40
			13			31			16			40
			19			19			22			40
			26			10			24			40
			21			11			28			40
			12			18			30			40
			29			3			28			40
			26			12			22			40
			28			17			15			40
			22			18			20			40
			26			0			34			40
			12			24			24			40
			12			28			20			40
			9			19			32			40
			11			24			25			40
			22			19			19			40
			11			30			19			40
			28			0			32			40
			27			1			32			40
			26			11			23			40
			33			4			23			40
			13			29			18			40
			10			18			32			40
			10			33			17			40
			28			10			22			40
			19			26			15			40
			27			0			33			40
			13			23			24			40
			20			11			29			40
			16			18			26			40
			26			17			17			40
			25			4			31			40
			13			11			36			40
			9			15			36			40
			15			29			16			40
			32			0			28			40
			13			30			17			40
			10			31			19			40
			26			18			16			40
			10			19			31			40
			27			8			25			40
			22			0			38			40
			18			23			19			40
			12			16			32			40
			16			25			19			40
			19			16			25			40
			32			6			22			40
			19			24			17			40
			12			30			18			40
			24			8			28			40
			26			16			18			40
			30			5			25			40
			18			11			31			40
			29			6			25			40
			11			28			21			40
			18			6			36			40
			21			7			32			40
			23			2			35			40
			25			12			23			40
			26			6			28			40
			34			2			24			40
			9			38			13			40
			17			11			32			40
			10			23			27			40
			17			19			24			40
			33			3			24			40
			24			15			21			40
			28			8			24			40
			26			13			21			40
			20			5			35			40
			24			18			18			40
			25			3			32			40
			16			12			32			40
			11			33			16			40
			25			5			30			40
			16			20			24			40
			25			10			25			40
			33			6			21			40
			14			18			28			40
			14			29			17			40
			14			13			33			40
			31			5			24			40
			13			18			29			40
			14			25			21			40
			20			16			24			40
			18			26			16			40
			23			16			21			40
			28			3			29			40
			17			29			14			40
			31			6			23			40
			21			24			15			40
			35			0			25			40
			24			21			15			40
			35			1			24			40
			22			5			33			40
			32			3			25			40
			33			7			20			40
			10			26			24			40
			18			28			14			40
			16			19			25			40
			19			10			31			40
			19			13			28			40
			23			5			32			40
			34			3			23			40
			10			16			34			40
			21			22			17			40
			27			4			29			40
			22			17			21			40
			20			19			21			40
			13			13			34			40
			32			5			23			40
			24			16			20			40
			19			18			23			40
			18			20			22			40
			34			6			20			40
			28			4			28			40
			11			27			22			40
			28			13			19			40
			14			32			14			40
			13			12			35			40
			10			25			25			40
			9			36			15			40
			10			22			28			40
			28			9			23			40
			30			2			28			40
			18			25			17			40
			11			12			37			40
			35			9			16			40
			20			10			30			40
			18			16			26			40
			32			2			26			40
			16			16			28			40
			34			1			25			40
			15			10			35			40
			30			8			22			40
			19			11			30			40
			30			1			29			40
			10			34			16			40
			13			27			20			40
			20			6			34			40
			12			19			29			40
			32			8			20			40
			12			32			16			40
			14			16			30			40
			16			28			16			40
			9			18			33			40
			23			17			20			40
			15			8			37			40
			16			26			18			40
			22			7			31			40
			13			25			22			40
			23			21			16			40
			12			26			22			40
			34			10			16			40
			15			31			14			40
			17			14			29			40
			32			1			27			40
			9			22			29			40
			17			7			36			40
			21			10			29			40
			25			20			15			40
			17			27			16			40
			16			21			23			40
			14			23			23			40
			11			23			26			40
			33			11			16			40
			11			16			33			40
			29			11			20			40
			19			9			32			40
			14			31			15			40
			15			24			21			40
			11			34			15			40
			16			15			29			40
			24			20			16			40
			22			2			36			40
			18			18			24			40
			12			31			17			40
			11			18			31			40
			19			25			16			40
			12			14			34			40
			17			15			28			40
			31			4			25			40
			17			20			23			40
			20			8			32			40
			33			0			27			40
			24			12			24			40
			19			27			14			40
			20			15			25			40
			14			15			31			40
			11			21			28			40
			10			35			15			40
			21			4			35			40
			23			13			24			40
			12			15			33			40
			13			21			26			40
			9			20			31			40
			32			12			16			40
			31			13			16			40
			14			27			19			40
			13			32			15			40
			30			11			19			40
			15			12			33			40
			12			27			21			40
			19			20			21			40
			18			8			34			40
			15			17			28			40
			21			13			26			40
			26			8			26			40
			10			27			23			40
			23			14			23			40
			23			4			33			40
			21			2			37			40
			9			24			27			40
			16			8			36			40
			18			17			25			40
			30			9			21			40
			23			18			19			40
			25			1			34			40
			12			13			35			40
			13			17			30			40
			9			25			26			40
			20			26			14			40
			19			21			20			40
			25			0			35			40
			29			14			17			40
			18			21			21			40
			15			25			20			40
			22			4			34			40
			22			3			35			40
			24			6			30			40
			29			7			24			40
			20			17			23			40
			21			19			20			40
			30			13			17			40
			14			9			37			40
			20			7			33			40
			15			27			18			40
			17			25			18			40
			22			20			18			40
			25			17			18			40
			30			14			16			40
			16			24			20			40
			24			11			25			40
			9			35			16			40
			13			22			25			40
			31			7			22			40
			17			8			35			40
			17			23			20			40
			13			24			23			40
			18			14			28			40
			23			6			31			40
			27			10			23			40
			24			19			17			40
			10			15			35			40
			16			29			15			40
			20			4			36			40
			11			25			24			40
			27			3			30			40
			10			20			30			40
			21			12			27			40
			24			5			31			40
			22			6			32			40
			19			12			29			40
			30			15			15			40
			24			2			34			40
			9			23			28			40
			25			7			28			40
			13			19			28			40
			29			12			19			40
			18			27			15			40
			17			10			33			40
			16			27			17			40
			31			2			27			40
			28			7			25			40
			9			26			25			40
			21			8			31			40
			14			28			18			40
			35			7			18			40
			22			21			17			40
			27			7			26			40
			25			18			17			40
			20			22			18			40
			35			8			17			40
			20			18			22			40
			32			9			19			40
			12			17			31			40
			28			11			21			40
			25			19			16			40
			9			34			17			40
			11			15			34			40
			22			8			30			40
			16			10			34			40
			27			16			17			40
			14			22			24			40
			18			5			37			40
			24			0			36			40
			34			7			19			40
			27			14			19			40
			21			23			16			40
			14			19			27			40
			28			6			26			40
			19			7			34			40
			16			7			37			40
			10			37			13			40
			13			15			32			40
			9			29			22			40
			12			12			36			40
			23			3			34			40
			19			23			18			40
			21			14			25			40
			27			11			22			40
			18			10			32			40
			20			3			37			40
			22			22			16			40
			30			4			26			40
			21			3			36			40
			20			21			19			40
			30			0			30			40
			14			26			20			40
			25			2			33			40
			29			4			27			40
			9			31			20			40
			21			18			21			40
			34			9			17			40
			25			14			21			40
			27			12			21			40
			27			2			31			40
			17			9			34			40
			26			5			29			40
			32			10			18			40
			32			4			24			40
			11			35			14			40
			12			34			14			40
			19			15			26			40
			29			0			31			40
			24			7			29			40
			13			20			27			40
			35			6			19			40
			16			9			35			40
			27			9			24			40
			30			3			27			40
			10			24			26			40
			20			24			16			40
			22			23			15			40
			21			21			18			40
			25			15			20			40
			17			21			22			40
			17			22			21			40
			23			12			25			40
			28			12			20			40
			34			8			18			40
			19			5			36			40
			16			13			31			40
			33			9			18			40
			12			29			19			40
			23			0			37			40
			13			33			14			40
			29			13			18			40
			15			18			27			40
			32			7			21			40
			16			22			22			40
			18			22			20			40
			33			10			17			40
			23			9			28			40
			17			18			25			40
			17			16			27			40
			29			1			30			40
			11			14			36			39
			33			6			22			39
			21			23			17			39
			24			7			30			39
			12			15			34			39
			32			6			23			39
			14			25			22			39
			26			14			21			39
			14			20			27			39
			19			21			21			39
			11			35			15			39
			12			28			21			39
			11			34			16			39
			23			5			33			39
			9			36			16			39
			19			17			25			39
			11			28			22			39
			9			15			37			39
			28			14			19			39
			23			12			26			39
			27			9			25			39
			10			37			14			39
			21			18			22			39
			25			3			33			39
			14			10			37			39
			21			9			31			39
			19			10			32			39
			16			7			38			39
			28			5			28			39
			10			35			16			39
			9			25			27			39
			20			5			36			39
			18			21			22			39
			17			26			18			39
			31			11			19			39
			20			13			28			39
			15			24			22			39
			13			33			15			39
			26			13			22			39
			13			32			16			39
			23			3			35			39
			31			5			25			39
			16			28			17			39
			10			18			33			39
			29			10			22			39
			17			19			25			39
			31			0			30			39
			21			24			16			39
			19			6			36			39
			29			6			26			39
			18			5			38			39
			10			24			27			39
			17			24			20			39
			26			1			34			39
			12			22			27			39
			11			23			27			39
			13			20			28			39
			27			10			24			39
			32			1			28			39
			26			10			25			39
			10			32			19			39
			11			12			38			39
			15			15			31			39
			20			8			33			39
			13			29			19			39
			15			16			30			39
			34			4			23			39
			19			23			19			39
			23			19			19			39
			14			23			24			39
			35			0			26			39
			30			11			20			39
			32			0			29			39
			29			7			25			39
			23			6			32			39
			9			30			22			39
			16			14			31			39
			19			8			34			39
			11			22			28			39
			28			9			24			39
			13			16			32			39
			22			17			22			39
			35			1			25			39
			13			21			27			39
			19			14			28			39
			26			3			32			39
			15			8			38			39
			19			20			22			39
			29			16			16			39
			17			6			38			39
			30			8			23			39
			25			9			27			39
			20			7			34			39
			9			35			17			39
			22			0			39			39
			12			19			30			39
			17			22			22			39
			26			12			23			39
			19			5			37			39
			17			10			34			39
			30			1			30			39
			11			17			33			39
			32			12			17			39
			24			13			24			39
			20			21			20			39
			11			29			21			39
			18			20			23			39
			17			9			35			39
			24			0			37			39
			33			10			18			39
			25			6			30			39
			11			24			26			39
			17			25			19			39
			25			5			31			39
			20			22			19			39
			11			27			23			39
			10			22			29			39
			26			15			20			39
			21			7			33			39
			29			8			24			39
			35			3			23			39
			17			20			24			39
			19			24			18			39
			9			38			14			39
			30			7			24			39
			11			20			30			39
			34			10			17			39
			28			10			23			39
			28			12			21			39
			13			25			23			39
			15			20			26			39
			12			12			37			39
			14			19			28			39
			19			18			24			39
			12			32			17			39
			9			33			19			39
			29			15			17			39
			19			26			16			39
			10			29			22			39
			10			13			38			39
			35			7			19			39
			21			16			24			39
			19			19			23			39
			24			9			28			39
			28			13			20			39
			13			28			20			39
			32			5			24			39
			25			16			20			39
			21			6			34			39
			11			21			29			39
			13			10			38			39
			35			8			18			39
			21			4			36			39
			21			8			32			39
			22			19			20			39
			27			12			22			39
			25			19			17			39
			26			17			18			39
			11			13			37			39
			14			22			25			39
			23			13			25			39
			15			21			25			39
			19			7			35			39
			27			18			16			39
			10			30			21			39
			27			5			29			39
			13			18			30			39
			20			4			37			39
			12			23			26			39
			23			1			37			39
			17			8			36			39
			25			8			28			39
			26			16			19			39
			16			13			32			39
			10			16			35			39
			13			27			21			39
			16			17			28			39
			20			6			35			39
			11			33			17			39
			10			20			31			39
			12			13			36			39
			14			21			26			39
			24			2			35			39
			13			24			24			39
			25			1			35			39
			16			20			25			39
			25			14			22			39
			20			2			39			39
			23			21			17			39
			20			17			24			39
			9			28			24			39
			32			7			22			39
			14			16			31			39
			16			9			36			39
			34			5			22			39
			22			7			32			39
			25			17			19			39
			32			11			18			39
			12			21			28			39
			22			10			29			39
			31			2			28			39
			16			21			24			39
			26			11			24			39
			22			2			37			39
			15			23			23			39
			14			31			16			39
			18			9			34			39
			21			22			18			39
			30			14			17			39
			27			0			34			39
			22			3			36			39
			15			22			24			39
			13			17			31			39
			27			11			23			39
			27			7			27			39
			22			21			18			39
			17			11			33			39
			34			6			21			39
			23			8			30			39
			24			8			29			39
			33			7			21			39
			9			17			35			39
			24			12			25			39
			33			11			17			39
			18			13			30			39
			28			0			33			39
			21			21			19			39
			11			30			20			39
			25			4			32			39
			17			14			30			39
			27			16			18			39
			10			21			30			39
			25			12			24			39
			28			16			17			39
			23			0			38			39
			29			5			27			39
			9			37			15			39
			20			11			30			39
			9			18			34			39
			10			36			15			39
			11			32			18			39
			11			18			32			39
			21			20			20			39
			20			16			25			39
			23			15			23			39
			34			7			20			39
			17			23			21			39
			21			15			25			39
			29			3			29			39
			17			16			28			39
			24			20			17			39
			30			5			26			39
			20			3			38			39
			10			15			36			39
			33			3			25			39
			24			5			32			39
			30			3			28			39
			22			15			24			39
			22			11			28			39
			28			2			31			39
			28			17			16			39
			17			18			26			39
			10			33			18			39
			22			1			38			39
			32			3			26			39
			27			17			17			39
			16			29			16			39
			33			8			20			39
			21			13			27			39
			29			13			19			39
			12			26			23			39
			20			14			27			39
			34			2			25			39
			24			3			34			39
			13			14			34			39
			21			14			26			39
			35			6			20			39
			15			13			33			39
			21			12			28			39
			30			9			22			39
			16			12			33			39
			16			30			15			39
			24			19			18			39
			27			4			30			39
			16			24			21			39
			18			6			37			39
			29			12			20			39
			11			25			25			39
			31			7			23			39
			15			29			17			39
			34			3			24			39
			19			15			27			39
			12			17			32			39
			30			4			27			39
			19			11			31			39
			26			6			29			39
			24			17			20			39
			20			25			16			39
			16			10			35			39
			15			9			37			39
			20			18			23			39
			20			10			31			39
			30			0			31			39
			22			4			35			39
			22			8			31			39
			18			7			36			39
			16			15			30			39
			26			7			28			39
			12			25			24			39
			21			3			37			39
			15			12			34			39
			32			10			19			39
			12			29			20			39
			19			12			30			39
			17			13			31			39
			15			11			35			39
			32			9			20			39
			28			3			30			39
			19			16			26			39
			21			2			38			39
			29			14			18			39
			25			15			21			39
			11			31			19			39
			31			10			20			39
			9			27			25			39
			24			15			22			39
			14			12			35			39
			23			14			24			39
			33			1			27			39
